Vendor_ID,Vendor_Name,Vendor_Category,Vendor_Circle,Service_Criticality,Region,Critical_Findings,High_Findings,Open_Risks,Compliance_Score,VAPT_Findings,Patch_Compliance,MFA_Enabled,Data_Access_Level,DLP_Violations,Security_Incidents,SLA_Breaches,Mitigation_Overdue_Days,Last_Assessment_Date,Assessment_Frequency,Risk_Review_Status
V0344,Kata-Tata,Data Center Services,Punjab,Medium,South,4,12,6,60,3,75,No,Confidential,1,2,1,30,2026-01-16,Monthly,Mitigation In Progress
V0345,"Mittal, Natt and Sarma",NOC Operations,Telangana,Low,North,0,2,3,85,0,100,No,Sensitive,0,0,0,15,2026-06-17,Annually,Closed
V0346,Hayer-Sur,Cloud Services,Mumbai,High,West,0,2,1,85,1,93,Yes,Confidential,0,0,1,0,2025-09-19,Annually,Open
V0347,"Lalla, Chaudhuri and Dhar",IT Support,Bihar,High,East,0,2,2,85,0,85,Yes,Sensitive,1,0,0,0,2025-07-28,Half-Yearly,Under Review
V0348,Madan-Sachar,Field Operations,Gujarat,Critical,East,1,2,4,75,1,86,Yes,Public,2,0,0,0,2026-01-16,Quarterly,Closed
V0349,Vaidya-Choudhry,NOC Operations,Odisha,High,West,10,8,12,45,10,52,Yes,Internal,4,3,4,180,2026-03-27,Half-Yearly,Open
V0350,Shenoy-Kapoor,Data Center Services,West Bengal,Medium,North,0,1,2,100,3,98,Yes,Sensitive,0,0,0,0,2026-03-26,Quarterly,Closed
V0351,Verma-Kala,NOC Operations,Gujarat,Low,East,0,0,1,100,1,99,Yes,Confidential,0,0,0,15,2026-05-19,Quarterly,Open
V0352,"Chand, Dara and Savant",IT Support,Mohali,Critical,North,0,7,4,85,4,86,Yes,Sensitive,2,0,2,15,2025-11-16,Annually,Under Review
V0353,Sandhu-Sridhar,Fiber Operations,Delhi,Critical,East,8,15,9,65,9,48,No,Internal,4,3,3,180,2026-01-04,Annually,Under Review
V0354,Dutta-Sahota,Cyber Security Services,Kerala,Critical,South,0,0,2,85,0,95,Yes,Public,0,0,0,0,2025-11-13,Annually,Mitigation In Progress
V0355,Gupta PLC,Managed Services,Assam,Critical,East,1,1,2,95,0,85,Yes,Internal,0,0,0,0,2025-12-01,Half-Yearly,Under Review
V0356,"Shere, Contractor and Char",RF Optimization,Punjab,Critical,East,0,2,5,85,2,84,Yes,Sensitive,2,1,2,0,2025-08-01,Annually,Mitigation In Progress
V0357,Raman Inc,Data Center Services,Noida,Medium,West,10,9,6,55,7,43,Yes,Public,5,4,4,150,2025-09-26,Monthly,Closed
V0358,Kalla-Nori,Power Infrastructure,Noida,Critical,South,1,0,1,85,0,93,Yes,Public,1,0,0,0,2025-10-02,Annually,Open
V0359,"Raj, Karpe and Varty",Cloud Services,Delhi,Medium,East,0,0,0,95,0,85,Yes,Public,0,0,0,0,2025-12-21,Annually,Under Review
V0360,Kala-Pai,Network Equipment,Mohali,Medium,East,0,0,0,100,0,93,Yes,Internal,0,0,1,0,2025-07-06,Quarterly,Under Review
V0361,"Dhillon, Chaudhry and Dutta",Power Infrastructure,Odisha,Medium,East,0,1,2,90,2,99,Yes,Sensitive,0,1,0,0,2026-05-13,Monthly,Under Review
V0362,"Rajan, Sandhu and Walla",Fiber Operations,Gurugram,High,West,1,3,2,80,4,88,Yes,Internal,1,0,1,15,2025-08-29,Monthly,Mitigation In Progress
V0363,Palan-Ghosh,Cyber Security Services,Kerala,High,West,3,8,9,75,5,73,Yes,Confidential,2,2,1,30,2025-09-17,Monthly,Under Review
V0364,Nair-Krish,Cloud Services,Delhi,High,South,4,9,9,60,5,62,Yes,Sensitive,2,3,1,30,2026-06-22,Half-Yearly,Mitigation In Progress
V0365,Kapadia-Hayer,Network Equipment,Andhra Pradesh,High,West,0,2,2,75,1,81,Yes,Internal,0,0,1,15,2026-01-20,Half-Yearly,Mitigation In Progress
V0366,Butala PLC,Fiber Operations,Gurugram,Critical,South,4,5,8,70,3,73,Yes,Sensitive,2,3,1,60,2026-06-18,Monthly,Mitigation In Progress
V0367,Apte PLC,Tower Maintenance,Tamil Nadu,Low,South,4,7,4,75,4,62,No,Sensitive,3,1,3,45,2026-01-22,Monthly,Under Review
V0368,"Mane, Rege and Bajwa",Network Equipment,Madhya Pradesh,Critical,South,0,2,1,95,2,85,Yes,Internal,0,0,0,0,2025-08-06,Monthly,Mitigation In Progress
V0369,Mannan-Vora,Managed Services,Bihar,Medium,East,0,0,1,100,0,87,No,Confidential,1,0,0,0,2026-01-28,Quarterly,Under Review
V0370,Sule-Dyal,Field Operations,Tamil Nadu,High,East,0,0,3,80,0,95,Yes,Public,0,0,0,0,2025-11-05,Half-Yearly,Closed
V0371,"Varty, Chander and Bhavsar",Cyber Security Services,Odisha,High,South,5,13,4,70,4,62,No,Public,3,1,1,45,2026-02-28,Monthly,Open
V0372,Gopal-Ravel,RF Optimization,Kerala,Low,West,6,14,8,40,7,49,No,Public,3,4,3,120,2026-03-19,Monthly,Open
V0373,Sachar-Chana,Field Operations,UP East,High,North,2,4,6,80,2,84,Yes,Public,1,0,0,0,2026-03-07,Annually,Closed
V0374,"Uppal, Chanda and Sen",Data Center Services,Telangana,Critical,East,7,13,6,50,10,54,Yes,Internal,7,3,3,90,2026-01-12,Half-Yearly,Open
V0375,Dyal and Sons,Power Infrastructure,Odisha,Medium,North,3,14,7,75,6,64,No,Sensitive,4,3,3,60,2025-12-08,Monthly,Closed
V0376,Mitter LLC,Cyber Security Services,UP West,Medium,South,1,6,6,90,4,78,Yes,Sensitive,0,0,2,30,2026-05-12,Monthly,Open
V0377,"Sehgal, Kapoor and Banik",Managed Services,Bihar,Critical,East,0,5,3,85,3,85,Yes,Public,0,0,0,0,2026-01-07,Quarterly,Closed
V0378,Buch Inc,Network Equipment,Mohali,Low,East,1,5,6,70,1,85,No,Sensitive,0,0,1,0,2025-08-17,Quarterly,Under Review
V0379,Nadig Group,Managed Services,Mumbai,Critical,North,2,5,5,80,1,84,Yes,Internal,1,1,2,15,2025-08-14,Half-Yearly,Open
V0380,Manne Group,Cyber Security Services,Assam,High,North,0,2,5,95,3,99,No,Confidential,0,0,0,15,2026-03-06,Quarterly,Open
V0381,Walia-Ghosh,Field Operations,UP West,Medium,West,5,9,6,70,7,76,No,Internal,3,3,3,90,2026-04-03,Quarterly,Open
V0382,"Sandhu, Sarin and Mangal",RF Optimization,West Bengal,Critical,North,1,1,4,85,1,88,Yes,Public,0,0,1,15,2025-10-08,Annually,Closed
V0383,Raj and Sons,Fiber Operations,Gurugram,Medium,North,1,6,3,85,1,76,Yes,Sensitive,2,1,1,30,2025-10-12,Annually,Under Review
V0384,Dash and Sons,RF Optimization,Noida,Critical,North,8,15,11,65,5,61,Yes,Confidential,3,3,5,180,2026-01-12,Half-Yearly,Under Review
V0385,Bhandari Ltd,Cyber Security Services,Tamil Nadu,Medium,North,2,3,4,80,2,87,No,Public,1,2,1,30,2026-06-13,Quarterly,Under Review
V0386,"Bali, Raj and Manne",NOC Operations,UP West,Critical,South,3,3,2,80,2,87,Yes,Internal,0,2,0,15,2025-07-17,Annually,Closed
V0387,"Hayer, Mander and Malhotra",IT Support,Punjab,Medium,West,3,6,6,80,5,62,No,Sensitive,2,2,1,45,2025-11-21,Half-Yearly,Under Review
V0388,"Thakkar, Manne and Hora",Tower Maintenance,Madhya Pradesh,Medium,South,1,4,7,75,1,84,Yes,Internal,1,1,0,30,2025-12-05,Monthly,Mitigation In Progress
V0389,Dhillon-Krishnan,Managed Services,Assam,Medium,West,4,6,4,80,6,76,Yes,Confidential,2,3,1,60,2025-12-11,Annually,Under Review
V0390,Kapadia LLC,Network Equipment,Karnataka,High,East,4,7,9,75,6,66,Yes,Internal,1,2,1,60,2026-01-28,Quarterly,Under Review
V0391,"Andra, Kari and Kamdar",Cyber Security Services,Telangana,Low,North,1,4,7,85,2,80,Yes,Confidential,1,1,1,15,2026-03-10,Annually,Mitigation In Progress
V0392,Behl-Varghese,Tower Maintenance,Maharashtra,Medium,North,4,9,9,75,4,77,No,Confidential,3,2,1,30,2026-04-03,Half-Yearly,Closed
V0393,"Ghosh, Bhargava and Lal",Power Infrastructure,Karnataka,Critical,East,4,6,9,80,5,66,No,Confidential,4,2,3,30,2025-10-24,Quarterly,Closed
V0394,Mukhopadhyay-Master,Field Operations,Maharashtra,Medium,East,1,7,5,85,2,76,Yes,Public,1,0,0,0,2026-04-11,Monthly,Under Review
V0395,"Nagy, Hayer and Balan",Fiber Operations,Andhra Pradesh,Low,North,0,0,3,100,0,88,Yes,Sensitive,0,0,0,0,2025-10-31,Quarterly,Under Review
V0396,"Batta, Chahal and Savant",RF Optimization,Kerala,Low,East,0,3,4,80,1,86,Yes,Sensitive,1,0,1,45,2025-09-07,Monthly,Mitigation In Progress
V0397,Kalita Ltd,Network Equipment,Andhra Pradesh,Low,East,1,0,1,85,1,98,Yes,Confidential,0,0,0,0,2025-09-09,Half-Yearly,Mitigation In Progress
V0398,"Dalal, Majumdar and Khosla",Data Center Services,Rajasthan,Low,West,0,1,0,90,1,99,Yes,Confidential,0,0,0,0,2025-09-29,Monthly,Mitigation In Progress
V0399,Chandra and Sons,NOC Operations,Haryana,Low,East,1,2,3,85,1,81,Yes,Confidential,1,0,2,15,2025-06-24,Annually,Closed
V0400,Bera-Badal,Field Operations,Assam,Medium,North,1,4,0,95,3,85,Yes,Internal,0,0,0,0,2025-07-17,Half-Yearly,Mitigation In Progress
V0401,"Thaker, Ravi and Padmanabhan",Fiber Operations,Andhra Pradesh,Critical,North,1,5,5,85,5,88,Yes,Sensitive,1,0,1,15,2026-02-12,Annually,Under Review
V0402,"Arora, Muni and Deshmukh",Data Center Services,Bihar,Critical,East,5,13,5,60,6,78,Yes,Public,1,1,1,30,2026-06-04,Monthly,Closed
V0403,Dara-Lad,Power Infrastructure,Mohali,Medium,South,1,4,7,75,4,77,Yes,Sensitive,2,2,1,0,2025-10-15,Quarterly,Closed
V0404,"Yadav, Chacko and Gopal",Cloud Services,Delhi,Critical,West,0,2,2,90,3,86,Yes,Sensitive,2,2,1,15,2026-05-30,Half-Yearly,Closed
V0405,Misra Ltd,Network Equipment,Delhi,Low,North,0,3,1,85,2,87,Yes,Internal,1,0,0,15,2025-07-22,Half-Yearly,Closed
V0406,Jani LLC,Power Infrastructure,Karnataka,Medium,South,2,2,7,85,3,82,Yes,Sensitive,0,1,1,30,2025-10-15,Monthly,Under Review
V0407,Gupta Inc,Cyber Security Services,Rajasthan,Critical,North,0,4,2,80,1,81,No,Public,1,0,2,15,2025-12-07,Half-Yearly,Under Review
V0408,Mangat Ltd,Data Center Services,Bihar,Low,West,0,4,0,85,1,93,Yes,Public,1,1,0,15,2025-08-14,Quarterly,Under Review
V0409,Ganguly and Sons,Cloud Services,Telangana,Low,South,5,10,5,60,5,67,Yes,Sensitive,1,1,2,30,2025-08-17,Monthly,Closed
V0410,Kapoor and Sons,Managed Services,Mohali,Medium,East,9,11,11,50,5,43,No,Internal,3,3,4,90,2025-11-09,Half-Yearly,Under Review
V0411,Hora and Sons,NOC Operations,Bihar,Medium,East,6,9,4,65,3,67,Yes,Sensitive,4,2,1,30,2026-02-28,Half-Yearly,Under Review
V0412,"Sankaran, Rao and Mammen",Data Center Services,Kerala,Medium,East,3,2,7,80,2,76,Yes,Confidential,1,0,0,15,2026-06-09,Monthly,Mitigation In Progress
V0413,"Anand, Mand and Lata",Network Equipment,Punjab,High,South,3,2,5,80,1,78,Yes,Confidential,2,0,0,15,2026-01-02,Annually,Under Review
V0414,Bhatt Inc,Fiber Operations,UP West,Critical,West,0,2,0,100,0,90,Yes,Confidential,1,0,0,0,2025-10-06,Monthly,Closed
V0415,Sharaf-Trivedi,Cyber Security Services,Rajasthan,High,West,0,1,0,90,1,98,No,Internal,0,0,0,0,2025-11-03,Quarterly,Open
V0416,Gandhi-Rau,Cyber Security Services,Punjab,Low,North,1,4,5,85,1,73,No,Public,2,1,0,15,2025-10-20,Half-Yearly,Mitigation In Progress
V0417,Dixit and Sons,Cloud Services,Madhya Pradesh,Medium,East,6,12,6,75,5,67,Yes,Confidential,1,1,2,30,2025-09-26,Annually,Under Review
V0418,"Anand, Parsa and Menon",Network Equipment,Bihar,Low,East,0,0,5,90,1,89,Yes,Internal,0,0,0,0,2025-07-07,Monthly,Closed
V0419,"Sami, Garde and Ray",Data Center Services,Noida,Low,North,1,2,8,80,4,74,Yes,Public,1,2,2,30,2026-04-10,Half-Yearly,Mitigation In Progress
V0420,Sanghvi Group,NOC Operations,Rajasthan,Critical,South,8,14,10,45,9,48,No,Internal,5,3,5,90,2025-11-22,Monthly,Closed
V0421,Zacharia Group,Fiber Operations,Noida,High,East,3,6,4,70,3,67,No,Sensitive,4,1,1,45,2026-05-16,Annually,Mitigation In Progress
V0422,"Aggarwal, Konda and Agrawal",Cloud Services,Haryana,High,East,0,1,2,90,3,92,Yes,Public,0,1,1,0,2026-05-13,Annually,Closed
V0423,"Balasubramanian, Kaur and Thaker",Data Center Services,Andhra Pradesh,High,West,0,1,0,85,0,100,Yes,Confidential,0,0,0,0,2025-10-01,Annually,Mitigation In Progress
V0424,Shukla-Uppal,NOC Operations,Assam,Low,West,1,2,3,75,1,86,Yes,Sensitive,1,0,0,45,2026-01-19,Monthly,Mitigation In Progress
V0425,"Nayak, Bahri and Konda",Managed Services,Haryana,Critical,South,1,9,2,70,2,83,Yes,Sensitive,1,0,2,0,2025-09-15,Quarterly,Under Review
V0426,"Sane, Sagar and Samra",Cloud Services,Maharashtra,Medium,West,0,6,7,85,3,86,Yes,Public,1,1,0,0,2025-08-22,Half-Yearly,Mitigation In Progress
V0427,Baria Ltd,Tower Maintenance,Punjab,Medium,North,2,4,2,80,1,75,Yes,Internal,2,2,0,0,2026-01-08,Annually,Under Review
V0428,Kala-Mallick,IT Support,UP West,Medium,West,0,2,0,100,0,94,Yes,Public,1,0,1,0,2025-08-24,Half-Yearly,Under Review
V0429,Sawhney-Grover,NOC Operations,Telangana,High,South,3,5,3,70,1,78,Yes,Public,0,0,0,15,2025-12-20,Annually,Mitigation In Progress
V0430,Balakrishnan-Deshpande,NOC Operations,Kerala,High,South,1,1,4,80,1,93,Yes,Sensitive,0,0,0,0,2025-08-09,Monthly,Under Review
V0431,"Chokshi, Raju and Aurora",Cyber Security Services,Madhya Pradesh,Medium,South,5,6,8,60,4,70,No,Confidential,2,2,2,60,2025-12-28,Quarterly,Open
V0432,Raval PLC,Cloud Services,Mumbai,Low,West,1,4,6,80,3,82,Yes,Internal,1,0,1,30,2025-08-14,Quarterly,Under Review
V0433,Khurana PLC,Managed Services,Gurugram,Critical,East,2,6,3,80,5,72,Yes,Sensitive,0,0,0,15,2026-04-17,Monthly,Open
V0434,Krish-Sarma,Data Center Services,Telangana,Medium,West,6,9,10,75,5,70,Yes,Internal,3,1,2,30,2025-12-28,Quarterly,Closed
V0435,Bala Ltd,Field Operations,Odisha,High,West,0,4,2,85,2,95,Yes,Internal,0,1,0,0,2025-08-25,Half-Yearly,Mitigation In Progress
V0436,Palla-Puri,IT Support,Punjab,Critical,West,0,0,1,100,0,97,Yes,Public,1,0,0,15,2026-06-14,Annually,Open
V0437,"Sahota, Shetty and Tandon",Cloud Services,Bihar,Low,West,0,2,2,80,3,83,No,Sensitive,2,0,1,30,2025-10-09,Quarterly,Mitigation In Progress
V0438,Lanka Group,Cloud Services,Mumbai,Critical,North,1,5,4,85,4,79,No,Sensitive,2,1,1,45,2025-12-16,Monthly,Under Review
V0439,"Sem, Bose and Chauhan",Fiber Operations,Delhi,Critical,East,0,6,3,70,1,86,Yes,Sensitive,1,1,0,30,2026-02-11,Monthly,Mitigation In Progress
V0440,"Majumdar, Kota and Srivastava",Managed Services,Andhra Pradesh,Critical,West,2,3,5,75,1,81,Yes,Internal,1,2,1,0,2026-06-14,Monthly,Under Review
V0441,Modi PLC,NOC Operations,Karnataka,Medium,South,0,0,2,85,0,91,Yes,Sensitive,0,0,1,0,2025-12-13,Monthly,Mitigation In Progress
V0442,Chada-Buch,Network Equipment,Karnataka,Critical,South,6,9,7,80,5,61,Yes,Confidential,1,2,3,30,2025-11-10,Quarterly,Closed
V0443,"Saraf, Hari and Chand",Cyber Security Services,Rajasthan,Critical,East,0,2,1,85,0,91,No,Public,0,0,0,0,2026-04-15,Annually,Closed
V0444,"Sama, Mukherjee and Mukherjee",Fiber Operations,Mohali,High,South,3,7,8,70,3,68,Yes,Public,3,3,3,30,2025-10-21,Half-Yearly,Under Review
V0445,Doctor-Sem,Managed Services,UP East,Critical,East,0,9,7,75,3,79,Yes,Confidential,1,0,1,30,2025-10-28,Half-Yearly,Under Review
V0446,"Manda, Majumdar and Walia",Cloud Services,Gurugram,Medium,West,5,10,11,75,4,70,No,Confidential,3,1,2,60,2026-03-09,Annually,Under Review
V0447,Shenoy-Din,Field Operations,Bihar,High,West,5,10,9,65,5,76,Yes,Confidential,1,2,1,60,2025-09-28,Half-Yearly,Closed
V0448,Sarraf-Oak,Data Center Services,Mohali,High,West,0,1,4,90,0,88,Yes,Sensitive,0,0,0,0,2026-02-10,Annually,Mitigation In Progress
V0449,Bawa-De,Network Equipment,Assam,Low,West,1,3,0,90,3,89,Yes,Public,1,1,0,0,2025-09-19,Quarterly,Open
V0450,Rana Group,Managed Services,Punjab,Critical,South,0,2,2,70,4,84,Yes,Confidential,0,1,0,45,2025-11-22,Monthly,Closed
V0451,Taneja Ltd,Power Infrastructure,Noida,Medium,South,1,2,2,75,2,72,Yes,Internal,0,0,0,30,2026-04-25,Quarterly,Open
V0452,Sandal Group,Field Operations,Rajasthan,Medium,East,0,1,0,100,1,88,Yes,Sensitive,0,0,0,0,2025-08-18,Half-Yearly,Open
V0453,Wali-Choudhary,IT Support,Haryana,High,North,0,2,0,85,2,96,Yes,Sensitive,0,0,0,0,2026-01-10,Monthly,Open
V0454,Sengupta Ltd,Managed Services,Tamil Nadu,Medium,South,0,3,6,70,3,74,Yes,Sensitive,1,1,0,30,2025-08-28,Quarterly,Under Review
V0455,Panchal LLC,NOC Operations,Karnataka,Critical,East,0,0,3,100,2,95,Yes,Public,0,0,0,15,2025-07-15,Monthly,Mitigation In Progress
V0456,Date Inc,Cyber Security Services,Mumbai,Medium,East,1,3,1,85,1,92,Yes,Internal,0,0,0,15,2026-01-28,Annually,Closed
V0457,"Pingle, Chahal and Nagar",Network Equipment,Madhya Pradesh,Low,West,0,1,1,100,1,85,Yes,Internal,0,0,0,15,2026-05-25,Monthly,Mitigation In Progress
V0458,Chowdhury PLC,Tower Maintenance,Haryana,Medium,North,0,7,5,75,2,86,Yes,Public,0,0,0,45,2026-03-20,Half-Yearly,Mitigation In Progress
V0459,Chaudhuri Ltd,Field Operations,Karnataka,Critical,South,2,2,4,70,1,74,Yes,Public,1,0,0,0,2025-08-18,Annually,Open
V0460,Sinha-Muni,NOC Operations,Punjab,Low,West,4,7,4,70,7,60,No,Internal,4,1,2,90,2025-10-28,Half-Yearly,Closed
V0461,Sarma-Dugar,Network Equipment,Odisha,Critical,South,3,6,5,60,6,76,Yes,Public,3,1,3,60,2026-06-11,Half-Yearly,Closed
V0462,"Nagy, Bobal and Sabharwal",Fiber Operations,Gujarat,High,North,0,0,1,100,3,98,Yes,Public,1,1,0,0,2026-01-14,Half-Yearly,Open
V0463,Parikh Inc,Field Operations,Rajasthan,High,North,0,0,2,100,0,85,Yes,Public,0,0,0,15,2025-12-29,Annually,Mitigation In Progress
V0464,Dani LLC,Power Infrastructure,Rajasthan,High,North,0,0,0,90,1,88,Yes,Sensitive,1,0,0,0,2026-01-29,Annually,Under Review
V0465,Bhavsar and Sons,Field Operations,Delhi,Medium,West,10,14,13,50,7,65,Yes,Public,3,3,3,90,2025-10-31,Monthly,Closed
V0466,Dara LLC,Field Operations,Bihar,Critical,North,0,4,3,90,2,78,No,Confidential,2,2,0,0,2025-07-05,Monthly,Closed
V0467,Mandal Inc,Cyber Security Services,Andhra Pradesh,Critical,West,2,6,5,80,4,83,No,Confidential,1,0,2,30,2026-04-20,Half-Yearly,Mitigation In Progress
V0468,"Khalsa, Nanda and Sekhon",Fiber Operations,Kerala,Low,North,0,0,1,90,0,95,No,Confidential,0,0,0,15,2025-12-05,Quarterly,Under Review
V0469,"Bhatia, Shukla and Mishra",Cyber Security Services,Haryana,Medium,West,1,7,2,90,1,83,Yes,Public,2,0,0,0,2026-01-23,Annually,Under Review
V0470,Deo-Gour,RF Optimization,Rajasthan,Low,South,1,0,1,90,1,93,Yes,Sensitive,0,0,0,15,2025-09-12,Quarterly,Closed
V0471,Dhar and Sons,Data Center Services,Chandigarh,Critical,North,0,2,6,70,1,73,No,Public,2,0,0,15,2026-03-05,Half-Yearly,Open
V0472,Borra Inc,Cloud Services,Delhi,Low,South,5,8,11,70,4,68,Yes,Sensitive,4,1,1,30,2026-05-01,Monthly,Open
V0473,Prasad LLC,Cyber Security Services,Andhra Pradesh,Critical,East,0,5,4,70,5,72,No,Internal,2,0,0,30,2026-05-25,Half-Yearly,Open
V0474,Deol and Sons,Managed Services,UP West,Critical,South,0,0,1,95,1,93,Yes,Sensitive,0,0,0,15,2025-07-14,Annually,Closed
V0475,Padmanabhan-Dash,Managed Services,Mohali,Critical,North,6,5,5,65,6,76,Yes,Confidential,2,2,3,45,2026-02-20,Quarterly,Closed
V0476,Chakrabarti and Sons,Data Center Services,Madhya Pradesh,Low,East,8,20,12,60,6,54,No,Sensitive,6,3,3,90,2025-12-09,Quarterly,Closed
V0477,"Vig, Bhandari and Korpal",Cloud Services,Noida,Medium,West,4,11,8,75,4,64,Yes,Confidential,4,2,3,45,2025-08-04,Monthly,Closed
V0478,Parekh and Sons,Power Infrastructure,West Bengal,Medium,West,0,5,3,85,2,81,Yes,Public,1,0,0,45,2026-04-13,Monthly,Open
V0479,"Vora, Salvi and Deshpande",Field Operations,UP East,Critical,South,6,6,6,80,7,61,Yes,Sensitive,3,1,3,45,2026-05-16,Half-Yearly,Open
V0480,"Garde, Char and Singh",Managed Services,Odisha,Low,West,3,3,6,80,2,85,Yes,Confidential,1,1,1,15,2026-04-28,Half-Yearly,Mitigation In Progress
V0481,Nayar PLC,RF Optimization,Chandigarh,High,East,0,0,1,85,1,90,Yes,Confidential,0,0,0,0,2025-06-29,Annually,Closed
V0482,Badal-Thakur,RF Optimization,Gurugram,Low,East,1,8,3,70,1,77,Yes,Internal,0,2,1,15,2025-12-23,Annually,Closed
V0483,Prabhakar-Chaudhuri,Managed Services,Odisha,Low,East,0,0,0,85,1,88,Yes,Confidential,0,0,0,0,2026-04-28,Half-Yearly,Open
V0484,"Saini, Ahluwalia and Bali",NOC Operations,UP East,Medium,South,1,7,3,80,3,79,No,Internal,0,1,2,30,2026-06-09,Half-Yearly,Mitigation In Progress
V0485,Sarraf-Bala,Power Infrastructure,Haryana,Medium,West,0,0,2,95,1,96,No,Public,0,0,0,15,2025-08-23,Quarterly,Mitigation In Progress
V0486,Garde LLC,Field Operations,Andhra Pradesh,Low,West,0,2,0,90,0,95,Yes,Public,0,0,1,0,2025-06-30,Half-Yearly,Mitigation In Progress
V0487,"Bedi, Basu and Ramakrishnan",Managed Services,Haryana,Low,East,0,1,1,95,1,87,Yes,Confidential,0,0,0,15,2025-07-16,Monthly,Mitigation In Progress
V0488,Nagi-Toor,Field Operations,Delhi,Low,West,1,0,0,100,1,91,Yes,Public,0,0,0,0,2025-09-27,Half-Yearly,Closed
V0489,Srinivasan-Tella,Cyber Security Services,Kerala,High,West,6,6,10,60,6,60,No,Public,1,2,2,90,2025-12-14,Half-Yearly,Open
V0490,Gole Group,Cloud Services,Chandigarh,Low,South,0,1,3,100,3,90,Yes,Internal,1,0,0,15,2025-09-03,Monthly,Open
V0491,"Sachdeva, Baria and Chadha",Cloud Services,Karnataka,High,West,0,0,0,80,2,93,No,Confidential,0,0,0,15,2026-02-12,Annually,Closed
V0492,Mohan and Sons,IT Support,Mumbai,Low,East,4,6,5,75,3,64,No,Sensitive,2,2,3,45,2025-07-18,Half-Yearly,Open
V0493,Nath PLC,Field Operations,Telangana,Medium,North,7,10,9,55,8,46,Yes,Confidential,6,4,3,180,2025-09-02,Quarterly,Under Review
V0494,"Seth, Natarajan and Bath",Field Operations,Karnataka,Low,West,3,6,7,75,3,76,Yes,Confidential,2,1,1,60,2025-09-24,Monthly,Closed
V0495,"Warrior, Murthy and Buch",Managed Services,Delhi,Critical,East,2,3,7,90,1,75,No,Internal,0,0,2,30,2025-10-07,Quarterly,Mitigation In Progress
V0496,"Lala, Mishra and Guha",RF Optimization,Telangana,High,South,7,10,9,60,10,64,No,Public,5,4,4,150,2026-04-18,Quarterly,Under Review
V0497,Agate-Ray,IT Support,Tamil Nadu,Medium,South,8,9,13,60,7,57,No,Public,3,3,4,150,2026-03-24,Annually,Mitigation In Progress
V0498,Borah Group,Cyber Security Services,Delhi,Medium,West,0,2,3,90,3,93,Yes,Confidential,0,0,0,0,2025-06-28,Half-Yearly,Under Review
V0499,Venkataraman-Bajwa,RF Optimization,Bihar,Medium,East,9,9,13,60,6,58,No,Sensitive,4,3,3,120,2025-11-21,Quarterly,Mitigation In Progress
V0500,Bhatnagar Ltd,Fiber Operations,Madhya Pradesh,High,South,1,5,2,90,2,82,No,Internal,0,0,1,15,2026-04-25,Half-Yearly,Mitigation In Progress
V0501,Srinivasan PLC,Power Infrastructure,Tamil Nadu,High,North,3,6,2,80,1,81,Yes,Confidential,0,1,0,45,2026-01-26,Monthly,Under Review
V0502,Singhal Inc,Field Operations,Punjab,High,West,3,12,6,70,3,61,No,Confidential,2,2,1,60,2026-02-10,Monthly,Under Review
V0503,Karan Group,IT Support,Andhra Pradesh,Low,North,0,0,0,90,3,87,Yes,Confidential,0,0,0,0,2026-06-12,Half-Yearly,Under Review
V0504,Mittal Group,IT Support,Andhra Pradesh,Low,West,0,0,2,100,0,93,Yes,Internal,0,0,0,15,2025-08-19,Half-Yearly,Under Review
V0505,"Doshi, Rastogi and Ratta",Field Operations,Karnataka,Low,West,1,6,4,80,1,74,No,Sensitive,0,0,0,0,2025-11-25,Quarterly,Closed
V0506,"Mohan, Randhawa and Maharaj",Field Operations,Mohali,High,North,0,1,0,80,0,95,Yes,Public,0,0,0,0,2025-10-29,Annually,Open
V0507,Viswanathan-Om,RF Optimization,Chandigarh,High,West,0,5,5,80,3,80,Yes,Internal,2,0,1,0,2025-12-19,Half-Yearly,Open
V0508,Gour-Radhakrishnan,Data Center Services,Assam,Medium,West,1,3,2,75,2,79,Yes,Confidential,1,1,0,15,2026-02-04,Half-Yearly,Under Review
V0509,"Bahl, Goda and Jayaraman",Tower Maintenance,Tamil Nadu,High,East,1,3,3,75,1,72,Yes,Sensitive,0,1,0,30,2026-06-13,Monthly,Under Review
V0510,"Rajan, Parikh and Bawa",Data Center Services,West Bengal,Low,North,0,8,4,80,5,79,No,Internal,0,1,1,15,2026-05-21,Annually,Under Review
V0511,Palan-Radhakrishnan,Field Operations,Kerala,High,South,0,0,1,85,2,87,Yes,Internal,0,0,0,0,2025-10-28,Quarterly,Closed
V0512,"Pillai, Raghavan and Varma",RF Optimization,Maharashtra,Critical,North,0,6,6,85,2,88,Yes,Confidential,1,0,0,15,2025-11-12,Annually,Under Review
V0513,Mittal-Goel,Fiber Operations,Andhra Pradesh,Medium,South,2,4,7,80,1,86,Yes,Sensitive,0,1,2,0,2026-01-24,Half-Yearly,Closed
V0514,"Suresh, Maharaj and Lalla",NOC Operations,Mohali,High,North,6,10,6,40,8,41,No,Public,3,3,3,120,2026-04-03,Quarterly,Mitigation In Progress
V0515,Sani-Sathe,RF Optimization,UP East,Critical,West,0,2,2,95,1,86,Yes,Public,0,0,0,0,2025-11-19,Annually,Under Review
